,hair_slide,carousel,wok,photocopier,jellyfish,organ,Arctic_fox,chime,tobacco_shop,slot,spider_web,cocktail_shaker,upright,ear,unicycle,boxer,consomme,robin,rock_beauty,stage,house_finch,three-toed_sloth,tile_roof,French_bulldog,harvestman,green_mamba,dishrag,Newfoundland,triceratops,barrel,file,miniature_poodle,clog,tank,Saluki,hotdog,yawl,Walker_hound,lipstick,prayer_rug,worm_fence,fire_screen,frying_pan,reel,ladybug,oboe,cliff,beer_bottle,holster,Gordon_setter,pencil_box,ashcan,dugong,komondor,orange,bolete,aircraft_carrier,dome,Tibetan_mastiff,parallel_bars,solar_dish,toucan,snorkel,street_sign,goose,rhinoceros_beetle,catamaran,combination_lock,iPod,missile,poncho,horizontal_bar,miniskirt,meerkat,Ibizan_hound,garbage_truck,white_wolf,carton,coral_reef,cannon,hourglass,crate,cuirass,theater_curtain,malamute,trifle,African_hunting_dog,mixing_bowl,black-footed_ferret,nematode,golden_retriever,lion,bookshop,electric_guitar,scoreboard,ant,vase,dalmatian,school_bus,king_crab
0,-0.360595703,-0.333007813,-0.115966797,0.011100769,-0.177001953,-0.239624023,-0.114868164,-0.320068359,-0.07434082,-0.396728516,-0.153076172,0.0597229,-0.296875,-0.532714844,-0.348388672,0.137817383,-0.234130859,0.031021118,-0.021026611,0.056976318,-0.298095703,0.239501953,-0.020324707,-0.083740234,-0.145751953,-0.087097168,-0.041473389,-0.399169922,-0.292236328,-0.049072266,-0.1953125,0.080810547,-0.461181641,-0.038848877,0.6015625,0.024536133,-0.007621765,0.126953125,-0.270996094,0.030715942,-0.073059082,-0.239501953,-0.297363281,-0.162963867,-0.004394531,0.546875,0.057006836,-0.375488281,-0.432373047,0.134033203,-0.158569336,-0.351074219,-0.169677734,-0.213012695,0.005966187,0.191894531,-0.172607422,0.221679688,-0.13671875,-0.020233154,-0.121459961,0.099609375,-0.126708984,-0.229980469,-0.079345703,-0.108642578,-0.176757813,-0.166992188,-0.05291748,-0.115905762,-0.246826172,-0.225952148,-0.206298828,0.183227539,-0.052185059,-0.076599121,-0.274414063,-0.401123047,-0.17590332,-0.339599609,-0.459960938,-0.183105469,-0.51953125,-0.339111328,-0.425537109,0.077636719,-0.241088867,-0.441894531,0.008209229,0.220703125,-0.216308594,-0.068725586,-0.129150391,-0.36328125,0.173339844,0.268798828,-0.5,-0.05480957,-0.118286133,0.177734375
1,-0.095214844,0.072143555,-0.112182617,0.014144897,0.250488281,0.183349609,-0.099121094,-0.306640625,-0.034606934,-0.356445313,0.085388184,-0.247436523,-0.644042969,0.01071167,-0.413330078,3.66E-04,0.176269531,0.025039673,-0.069335938,0.108764648,0.126953125,-0.113647461,-0.303466797,0.191162109,-0.079406738,-0.016326904,-0.244140625,0.262451172,0.274414063,-0.3359375,-0.085510254,-0.061157227,0.035827637,0.31640625,-0.127563477,-0.062011719,-0.474609375,-0.12286377,-0.086975098,-0.127197266,-0.04309082,-0.142089844,-0.076293945,0.14074707,0.455322266,-0.405273438,-0.111328125,-0.290039063,-0.251464844,-0.441162109,-0.123962402,-0.874023438,0.196289063,-0.305175781,-0.035400391,0.173583984,-0.353515625,-0.020751953,0.081237793,-0.150634766,-0.103088379,0.218994141,-0.330078125,-0.075805664,-0.060119629,0.263427734,-0.243896484,-0.125732422,-0.119018555,0.028991699,-0.227416992,-0.143310547,-0.140258789,-0.023345947,-0.131347656,0.088684082,-0.341064453,0.069702148,-0.099609375,0.082458496,0.033905029,-0.167236328,-0.525390625,0.050201416,-0.319091797,0.065246582,-0.233398438,-0.249633789,-0.124633789,0.160766602,0.07800293,0.201660156,0.197998047,-0.212890625,0.043762207,0.011642456,-0.472900391,0.105224609,0.249145508,0.215576172
2,-0.291748047,-0.067321777,-0.45703125,-0.512695313,-0.970703125,-0.603515625,-0.39453125,-0.268066406,-0.25,-0.338867188,-0.666992188,-0.447509766,-0.349609375,-0.153320313,-0.094238281,0.002681732,-0.830078125,-0.031494141,-0.412841797,-0.279296875,-0.309082031,-0.3515625,-0.176513672,-0.370117188,-0.211425781,-0.142578125,-0.637207031,-0.237304688,-0.542480469,-0.354003906,-0.323242188,-0.395019531,-0.271972656,-0.388671875,-0.203369141,-0.448242188,-0.400878906,-0.283447266,-0.323486328,-0.138916016,-0.379638672,-0.204345703,-0.285400391,-0.361816406,-0.130004883,-0.662109375,-0.001472473,-0.53125,-0.208251953,-0.448730469,-0.284667969,-0.564453125,-0.9140625,-0.159667969,-0.053161621,-0.275146484,-0.294189453,-0.40234375,-0.219604492,-0.142211914,-0.451660156,-0.299316406,-0.83203125,-0.146484375,-0.51171875,-0.420898438,-0.633789063,-0.335449219,-0.105224609,-0.429199219,-0.539550781,-0.19140625,-0.176025391,-0.318847656,-0.333496094,-0.376708984,-0.3125,-0.293945313,-0.413574219,-0.332763672,-0.409667969,-0.10760498,-0.451904297,-0.182495117,-0.553710938,-0.111755371,-0.287597656,-0.260253906,-0.184814453,-0.944335938,0.026489258,-0.320068359,-0.048187256,-0.178833008,-0.306152344,-0.471435547,-0.627929688,-0.391601563,-0.060516357,-0.502929688
3,-0.054077148,0.084716797,0.130126953,-0.240966797,-0.125366211,0.056213379,0.308349609,0.586914063,0.157226563,0.435546875,0.324707031,0.051818848,0.058349609,0.125366211,0.142944336,0.020599365,0.413085938,0.7265625,0.135375977,-0.130371094,0.030822754,-0.198974609,0.049438477,0.237304688,0.610351563,0.278076172,0.373291016,0.356933594,-0.7890625,-0.252441406,0.066833496,0.158569336,-0.011322021,-0.025039673,0.071777344,0.213378906,0.30078125,-0.054443359,0.410888672,-0.027679443,0.187011719,0.122314453,0.351074219,0.224365234,0.509765625,0.455078125,0.045898438,-0.063293457,0.319580078,-0.002990723,0.133422852,0.184204102,-0.338623047,-0.172607422,0.3046875,0.280761719,0.029937744,0.112854004,0.213867188,0.255371094,0.182128906,0.251953125,0.266357422,0.100646973,0.326904297,-0.035888672,0.083190918,-0.241455078,0.339355469,0.385253906,0.528808594,0.056213379,0.220214844,-0.011528015,-0.06048584,-0.010314941,0.283203125,-0.133422852,0.027450562,0.188232422,0.116333008,-0.349609375,0.023208618,0.03414917,0.301513672,0.38671875,-0.01914978,-0.286865234,0.149902344,-0.116210938,-0.094726563,-0.213867188,-0.057678223,0.270507813,0.205078125,-0.061553955,-0.130737305,0.253417969,-0.098083496,0.025558472
4,0.398925781,0.112182617,-0.299804688,-0.328369141,-0.039794922,-0.100830078,-0.043701172,0.009231567,-0.111450195,-0.219482422,0.019775391,-0.10760498,0.10760498,0.539550781,-0.393554688,-0.18371582,-0.245117188,0.563476563,-0.029602051,0.029571533,-0.14074707,-0.072021484,-0.237304688,-0.273925781,-0.173217773,-0.161010742,-0.2734375,-0.348632813,-0.506347656,-0.284423828,0.2265625,-0.07220459,0.299316406,-0.483398438,-0.262451172,-0.019195557,-0.317626953,-0.508789063,-0.190673828,-0.259765625,0.117675781,0.192871094,-0.160766602,0.246582031,-0.355957031,0.129150391,-0.265625,0.126464844,-0.040405273,-0.133422852,0.056854248,-0.254882813,-0.413085938,-0.022583008,0.141113281,-0.288085938,-0.214111328,-0.350097656,-0.367431641,0.213378906,-0.240478516,-0.205078125,-0.024658203,-0.251220703,0.180053711,-0.040588379,-0.114868164,-0.049072266,0.114440918,0.026702881,0.15246582,0.052612305,0.119384766,-0.460449219,-0.474853516,-0.420166016,-0.051025391,0.148071289,0.042663574,-0.297363281,0.361816406,0.149047852,0.333251953,-0.089233398,-0.460449219,0.291992188,-0.271728516,-0.327148438,-0.356933594,0.060668945,-0.464355469,-0.12286377,-0.018218994,-0.113037109,-0.148803711,-0.299316406,-0.377441406,-0.221679688,-0.015594482,-0.218261719
5,-0.169189453,-0.187011719,-0.172119141,0.124023438,-0.474121094,-0.166503906,-0.255371094,-0.452148438,0.149291992,0.360839844,-0.052062988,-0.312988281,0.259277344,-0.259277344,-0.130371094,0.227172852,-0.415527344,-0.414794922,-0.264160156,0.322265625,-0.025360107,0.039489746,-0.12109375,0.058166504,0.021209717,0.232666016,0.087768555,0.296386719,-0.208984375,-0.702148438,-0.013244629,0.119506836,0.063537598,0.216064453,-0.208740234,-0.522949219,0.455078125,0.23046875,-0.190429688,-0.053222656,-0.191894531,-0.020812988,-0.146362305,-0.348144531,0.015686035,-0.136474609,0.399902344,-0.594238281,-0.153930664,0.108032227,0.290527344,-0.350830078,-0.053039551,0.447998047,-0.342285156,-0.135498047,0.298828125,-0.4453125,-0.117431641,0.096435547,-0.163574219,-0.140014648,-0.110717773,0.149536133,0.082885742,-0.348632813,0.563476563,0.007232666,0.144042969,-0.291503906,-0.371582031,0.037719727,-0.073669434,0.032531738,-0.072631836,0.256347656,0.356933594,0.540527344,-0.076293945,0.333496094,-0.596679688,0.216064453,-0.081665039,0.247802734,0.27734375,-0.01751709,-0.186889648,-0.045227051,-0.230834961,-0.396240234,-0.487060547,0.083496094,-0.086730957,-0.256835938,0.371582031,0.1328125,-0.436523438,0.097229004,-0.077392578,-0.163208008
6,-0.265380859,0.297851563,-0.485595703,-0.442871094,-0.169555664,-0.399902344,0.171875,-0.166992188,0.016998291,-0.061462402,0.209960938,-0.077636719,-0.477050781,0.103881836,-0.250488281,0.245361328,-0.416992188,0.452880859,-0.042419434,0.153564453,0.346191406,0.225830078,0.012268066,0.104614258,0.102050781,0.029907227,0.195922852,0.153564453,-0.100341797,-0.368164063,-0.374267578,0.191650391,-0.338867188,-0.122802734,0.195068359,0.090515137,-0.343261719,0.177490234,0.421386719,-0.269042969,0.063903809,-0.264648438,-0.357177734,-0.073608398,0.212036133,0.01133728,0.375976563,-0.266601563,-0.091552734,0.245849609,-0.128540039,0.063232422,-0.053649902,0.094726563,-0.218994141,0.412597656,-0.237670898,0.122680664,0.101196289,0.09197998,0.249511719,-0.004196167,-0.294677734,-0.17590332,0.136962891,-0.017654419,-0.001976013,-0.036010742,-0.101013184,-0.498046875,0.135253906,-0.133422852,0.045684814,-0.002487183,-0.04510498,-0.167114258,0.302734375,-0.314941406,0.107421875,-0.11328125,-0.021347046,0.104980469,-0.107788086,-0.104919434,-0.134887695,-0.483886719,0.122558594,-0.207275391,0.305664063,-0.439941406,-0.01953125,0.455078125,0.179199219,-0.173828125,0.295166016,0.140014648,-0.3671875,-0.104125977,0.359619141,0.123657227
7,-0.211914063,0.023117065,0.130859375,-0.14050293,-0.120605469,0.065490723,0.045440674,0.101257324,-0.103271484,-0.244262695,0.022827148,0.226074219,-0.088500977,-0.036071777,-0.39453125,-0.125610352,0.567871094,0.19921875,-0.146972656,-0.048950195,0.117370605,-0.136108398,-0.034484863,-0.082397461,0.236572266,0.004981995,0.033996582,0.680664063,0.165161133,0.157226563,0.074829102,-0.046325684,-0.835449219,-0.229736328,-0.192871094,-0.5234375,0.385009766,0.006221771,0.171020508,-0.127929688,-0.145751953,-0.185546875,-0.071289063,0.077514648,-0.454345703,-0.002403259,-0.215087891,-0.105834961,0.288574219,0.424316406,0.004455566,0.256347656,-0.30859375,0.117675781,0.109069824,0.259277344,0.226196289,-0.093078613,-0.039459229,0.188964844,0.334960938,-0.10345459,-0.406738281,-0.088623047,0.243652344,-0.133178711,0.458496094,0.188476563,0.151855469,0.147705078,-0.306640625,0.226806641,-0.155517578,-0.163208008,-0.022369385,0.078918457,0.178588867,-0.094055176,-0.373535156,0.125366211,0.459960938,0.395507813,-0.163574219,0.132324219,-0.138671875,0.100219727,0.068359375,0.1796875,-0.059692383,-0.112792969,0.212158203,-0.056213379,-0.179199219,-0.072143555,-0.239501953,-0.000228882,0.0859375,-0.575195313,0.152954102,-0.032409668
8,0.236572266,0.581054688,0.279541016,-0.122314453,-0.042358398,0.130615234,-0.218994141,-0.075805664,0.03326416,-0.090270996,0.090698242,0.179443359,-0.373535156,0.085693359,0.319091797,-0.141113281,0.259765625,-0.547851563,0.002929688,-0.024169922,-0.211181641,-0.194580078,-0.133666992,-0.239868164,-0.062744141,-0.070739746,0.274902344,-0.333007813,-0.404785156,0.041809082,-0.055114746,0.020446777,0.253662109,-0.034729004,0.075805664,-0.190429688,-0.04498291,-0.271240234,0.290527344,-0.203369141,0.107727051,-0.111206055,0.064697266,-0.176513672,-0.092956543,-0.232421875,0.164306641,-0.045471191,-0.024658203,-0.170654297,-0.14453125,-0.112854004,-0.293945313,-0.04901123,-0.211547852,-0.310058594,-0.141113281,0.13684082,-0.235107422,-0.055358887,-0.087524414,-0.139526367,0.435058594,0.019119263,-0.079833984,-0.151733398,0.174194336,0.117797852,-0.1328125,0.188964844,-0.453613281,0.114929199,0.295410156,-0.041351318,-0.268310547,-0.095153809,-0.202026367,-0.235229492,0.287109375,0.118774414,0.267089844,-0.455078125,-0.166992188,0.079956055,-0.335693359,0.110900879,-0.200561523,-0.063354492,-0.191650391,0.233398438,-0.548339844,-0.158325195,0.099609375,-0.166381836,-0.376464844,-0.11517334,0.160400391,0.048461914,-0.165283203,0.015625
9,-0.099060059,0.3828125,-0.017837524,-0.144287109,0.192626953,0.200927734,-0.165161133,-0.110473633,-0.248657227,-0.382324219,-0.272705078,-0.012817383,-0.157592773,-0.023300171,0.139404297,0.019546509,0.301513672,-0.532226563,-0.154052734,0.131713867,-0.036315918,0.161010742,-0.094482422,-0.108581543,-0.071716309,-0.21496582,-0.06628418,0.074951172,-0.146240234,-0.141601563,-0.126586914,0.061035156,0.442138672,-0.504882813,0.266113281,0.041137695,-0.349121094,-0.039794922,0.058502197,-0.111938477,-0.209716797,-0.154296875,0.060852051,0.001602173,-0.68359375,0.68359375,-0.471679688,-0.197998047,0.172851563,0.212036133,-0.227050781,-0.229492188,0.05871582,0.66015625,0.505859375,0.150390625,-0.389404297,-0.144775391,0.416503906,-0.244018555,0.193115234,0.164306641,-0.208740234,-0.294433594,-0.188720703,-0.279785156,0.112487793,-0.139770508,-0.172119141,-0.250488281,-0.206542969,-0.227294922,-0.127685547,0.197265625,0.168457031,-0.143188477,0.058349609,-0.280761719,0.142578125,-0.227294922,-0.33984375,-0.063232422,0.277587891,-0.011573792,0.39453125,0.313232422,-0.18762207,-0.327148438,0.209228516,-0.303710938,0.205322266,0.001968384,-0.110595703,0.021697998,-0.161254883,-0.158935547,-0.283203125,0.30859375,-0.23034668,-0.126586914
